,InstanceType,IoOptimized,NetworkType,OSType,RegionId,hour,month,week,year,years-2,years-3,years-4,years-5
912,ecs.sn1ne.4xlarge,optimized,vpc,windows,ap-southeast-1,10.321,5889.39,1735.81,55794.24,89270.78,100429.63,107124.94,111588.48
913,ecs.se1ne.14xlarge,optimized,vpc,windows,us-east-1,48.062,26071.8,7684.31,246996.0,395193.6,444592.8,474232.32,493992.0
914,ecs.t5-c1m4.xlarge,optimized,vpc,linux,cn-huhehaote,1.073,307.8,90.72,2916.0,4665.6,5248.8,5598.72,5832.0
915,ecs.i1.4xlarge,optimized,vpc,windows,ap-southeast-2,11.77,7008.15,2065.56,66393.0,106228.8,119507.4,127474.56,132786.0
916,ecs.se1ne.8xlarge,optimized,vpc,linux,cn-shenzhen,19.313,5563.2,1639.68,52704.0,84326.4,94867.2,101191.68,105408.0
917,ecs.ga1.4xlarge,optimized,vpc,linux,cn-shanghai,8.35,2404.45,708.68,22779.0,36446.4,41002.2,43735.68,45558.0
918,ecs.n1.3xlarge,optimized,classic,linux,cn-qingdao,5.39,1552.0,434.56,15830.4,26073.6,27936.0,37248.0,46560.0
919,ecs.hfc5.large,optimized,vpc,windows,cn-shenzhen,0.923,265.05,78.12,2511.0,4017.6,4519.8,4821.12,5022.0
920,ecs.n4.xlarge,optimized,vpc,linux,cn-qingdao,1.349,408.0,114.24,4161.6,6854.4,7344.0,9792.0,12240.0
921,ecs.n1.medium,optimized,vpc,linux,cn-hangzhou,0.617,188.0,52.64,1917.6,3158.4,3384.0,4512.0,5640.0
922,ecs.e3.7xlarge,optimized,classic,linux,cn-hongkong,17.654,8153.83,2283.06,83169.07,136984.34,146768.94,195691.92,244614.9
923,ecs.mn4.large,optimized,vpc,linux,us-east-1,0.614,312.11,87.38,3183.52,5243.45,5617.98,7490.64,9363.3
924,ecs.s3.medium,none,classic,linux,cn-beijing,0.951,256.0,71.68,2611.2,4300.8,4608.0,6144.0,7680.0
925,ecs.mn4.xlarge,optimized,vpc,linux,ap-northeast-1,1.78,877.45,245.69,8949.99,17899.98,26849.97,35799.96,44749.95
926,ecs.i1-c10d1.8xlarge,optimized,vpc,windows,cn-shanghai,23.884,5370.77,1582.96,50880.96,81409.54,91585.73,97691.44,101761.92
927,ecs.mn4.4xlarge,optimized,vpc,windows,ap-northeast-1,12.193,7215.0,2020.2,73593.0,147186.0,220779.0,294372.0,367965.0
928,ecs.mn4.small,optimized,vpc,windows,ap-northeast-1,0.61,361.0,101.08,3682.2,7364.4,11046.6,14728.8,18411.0
929,ecs.n1.medium,optimized,vpc,windows,us-east-1,0.453,262.0,73.35,2672.4,4401.6,4716.0,6288.0,7860.0
930,ecs.s2.xlarge,optimized,vpc,linux,cn-qingdao,0.99,294.0,82.32,2998.8,4939.2,5292.0,7056.0,8820.0
931,ecs.hfc5.xlarge,optimized,vpc,windows,cn-shenzhen,1.844,530.1,156.24,5022.0,8035.2,9039.6,9642.24,10044.0
932,ecs.se1.large,optimized,vpc,linux,cn-hangzhou,1.453,366.0,102.48,3733.2,6148.8,6588.0,8784.0,10980.0
933,ecs.t5-c1m1.large,optimized,vpc,linux,ap-south-1,0.196,87.4,25.76,828.0,1324.8,1490.4,1589.76,1656.0
934,ecs.sn2.xlarge,optimized,vpc,windows,cn-shanghai,4.579,1144.0,320.32,11668.8,19219.2,20592.0,27456.0,34320.0
935,ecs.s1.large,none,classic,windows,cn-hangzhou,0.781,209.0,58.52,2131.8,3511.2,3762.0,5016.0,6270.0
936,ecs.gn5i-c28g1.14xlarge,optimized,vpc,windows,cn-beijing,40.907,11780.0,3472.0,111600.0,178560.0,200880.0,214272.0,223200.0
937,ecs.n4.4xlarge,optimized,vpc,windows,cn-beijing,5.386,1632.0,456.96,16646.4,27417.6,29376.0,39168.0,48960.0
938,ecs.xn4.small,optimized,classic,linux,cn-hangzhou,0.16,45.0,12.6,459.0,756.0,810.0,1080.0,1350.0
939,ecs.n1.tiny,optimized,vpc,windows,cn-hongkong,0.14,83.0,23.23,846.6,1394.4,1494.0,1992.0,2490.0
940,ecs.t5-lc1m2.small,optimized,vpc,linux,eu-central-1,0.13,63.65,18.77,603.0,964.8,1085.4,1157.76,1206.0
941,ecs.t5-c1m4.large,optimized,vpc,linux,cn-beijing,0.598,171.0,50.4,1620.0,2592.0,2916.0,3110.4,3240.0
942,ecs.d1.8xlarge,optimized,vpc,windows,ap-southeast-2,25.84,14737.35,4343.64,139617.0,223387.2,251310.6,268064.64,279234.0
943,ecs.sn2ne.14xlarge,optimized,vpc,windows,cn-shanghai,26.419,7607.6,2242.24,72072.0,115315.2,129729.6,138378.24,144144.0
944,ecs.sn2ne.6xlarge,optimized,vpc,windows,ap-southeast-2,18.864,10225.69,3013.89,96874.92,154999.87,174374.86,185999.85,193749.84
945,ecs.n2.xlarge,optimized,vpc,windows,cn-shenzhen,3.876,1176.0,329.28,11995.2,19756.8,21168.0,28224.0,35280.0
946,ecs.se1ne.xlarge,optimized,vpc,windows,us-east-1,3.26,1767.58,520.96,16745.49,26792.78,30141.88,32151.34,33490.98
947,ecs.m1.xlarge,optimized,classic,windows,cn-hangzhou,4.08,1176.0,329.28,11995.2,19756.8,21168.0,28224.0,35280.0
948,ecs.se1.4xlarge,optimized,vpc,windows,cn-hangzhou,11.666,2928.0,819.84,29865.6,49190.4,52704.0,70272.0,87840.0
949,ecs.n4.4xlarge,optimized,classic,windows,cn-shenzhen,5.67,1632.0,456.96,16646.4,27417.6,29376.0,39168.0,48960.0
950,ecs.sn2ne.8xlarge,optimized,vpc,windows,cn-shenzhen,15.095,4347.2,1281.28,41184.0,65894.4,74131.2,79073.28,82368.0
951,ecs.se1ne.8xlarge,optimized,vpc,windows,cn-shenzhen,19.314,5563.2,1639.68,52704.0,84326.4,94867.2,101191.68,105408.0
952,ecs.mn4.2xlarge,optimized,vpc,linux,cn-hongkong,2.943,1514.5,424.05,15447.9,25443.6,27261.0,36348.0,45435.0
953,ecs.n1.large,optimized,vpc,linux,cn-beijing,1.283,388.0,108.64,3957.6,6518.4,6984.0,9312.0,11640.0
954,ecs.hfc5.2xlarge,optimized,vpc,linux,eu-central-1,2.922,1403.75,413.75,13298.67,21277.87,23937.61,25533.45,26597.34
955,ecs.d1.6xlarge,optimized,vpc,linux,ap-southeast-1,16.95,7731.1,2278.63,73242.0,117187.2,131835.6,140624.64,146484.0
956,ecs.m2.medium,none,classic,windows,cn-beijing,3.381,956.0,267.68,9751.2,16060.8,17208.0,22944.0,28680.0
957,ecs.t5-lc1m2.large,optimized,vpc,windows,cn-hangzhou,0.317,91.2,26.88,864.0,1382.4,1555.2,1658.88,1728.0
958,ecs.se1ne.xlarge,optimized,vpc,linux,cn-hongkong,2.318,1019.29,300.41,9656.46,15450.34,17381.63,18540.4,19312.92
959,ecs.sn2.3xlarge,optimized,vpc,windows,cn-zhangjiakou,6.792,2059.2,576.58,21003.84,34594.56,37065.6,49420.8,61776.0
960,ecs.mn4.4xlarge,optimized,vpc,windows,us-east-1,8.595,4425.0,1238.99,45135.0,74340.0,79650.0,106200.0,132750.0
961,ecs.n4.xlarge,optimized,classic,linux,cn-hangzhou,1.42,408.0,114.24,4161.6,6854.4,7344.0,9792.0,12240.0
962,ecs.e4.small,optimized,vpc,windows,cn-hongkong,0.869,485.0,135.79,4947.0,8148.0,8730.0,11640.0,14550.0
963,ecs.s1.large,none,classic,linux,cn-hangzhou,0.781,209.0,58.52,2131.8,3511.2,3762.0,5016.0,6270.0
964,ecs.mn4.2xlarge,optimized,vpc,linux,cn-shenzhen,4.085,1240.0,347.2,12648.0,20832.0,22320.0,29760.0,37200.0
965,ecs.i2.2xlarge,optimized,vpc,windows,cn-beijing,6.622,1907.6,562.24,18072.0,28915.2,32529.6,34698.24,36144.0
966,ecs.n4.4xlarge,optimized,vpc,linux,ap-southeast-1,5.471,2723.0,762.43,27774.6,45746.4,49014.0,65352.0,81690.0
967,ecs.mn4.xlarge,optimized,vpc,windows,us-east-1,2.146,1102.0,308.55,11240.4,18513.6,19836.0,26448.0,33060.0
968,ecs.n1.large,optimized,classic,linux,cn-hongkong,1.056,544.0,152.31,5548.8,9139.2,9792.0,13056.0,16320.0
969,ecs.n4.xlarge,optimized,vpc,windows,cn-zhangjiakou,1.073,326.0,91.28,3325.2,5476.8,5868.0,7824.0,9780.0
970,ecs.t5-c1m1.xlarge,optimized,vpc,windows,ap-south-1,0.541,278.35,82.04,2637.0,4219.2,4746.6,5063.04,5274.0
971,ecs.n2.3xlarge,optimized,classic,windows,us-west-1,9.316,4800.0,1344.0,48960.0,80640.0,86400.0,115200.0,144000.0
972,ecs.hfc5.4xlarge,optimized,vpc,windows,ap-south-1,9.382,5695.03,1678.54,53952.93,86324.69,97115.27,103589.63,107905.86
973,ecs.se1ne.8xlarge,optimized,vpc,linux,ap-southeast-2,18.494,8098.7,2386.99,76724.55,122759.28,138104.19,147311.14,153449.1
974,ecs.hfc5.6xlarge,optimized,vpc,linux,eu-central-1,8.766,4211.16,1241.19,39895.2,63832.32,71811.36,76598.78,79790.4
975,ecs.n1.xlarge,optimized,vpc,linux,us-east-1,2.236,1089.2,304.97,11109.84,18298.56,19605.6,26140.8,32676.0
976,ecs.t5-c1m4.2xlarge,optimized,vpc,windows,cn-hangzhou,2.375,684.0,201.6,6480.0,10368.0,11664.0,12441.6,12960.0
977,ecs.s3.medium,none,classic,windows,cn-shenzhen,0.951,256.0,71.68,2611.2,4300.8,4608.0,6144.0,7680.0
978,ecs.t5-c1m4.2xlarge,optimized,vpc,windows,cn-shenzhen,2.375,684.0,201.6,6480.0,10368.0,11664.0,12441.6,12960.0
979,ecs.re4.40xlarge,optimized,vpc,windows,cn-hangzhou,130.625,39600.0,11088.0,403920.0,665280.0,712800.0,950400.0,1188000.0
980,ecs.se1ne.14xlarge,optimized,vpc,windows,ap-southeast-3,47.871,26738.7,7880.88,253314.0,405302.4,455965.2,486362.88,506628.0
981,ecs.d1.2xlarge,optimized,vpc,linux,ap-southeast-2,5.64,2576.4,759.36,24408.0,39052.8,43934.4,46863.36,48816.0
982,ecs.t5-c1m2.large,optimized,vpc,linux,us-west-1,0.31,151.05,44.52,1431.0,2289.6,2575.8,2747.52,2862.0
983,ecs.se1ne.xlarge,optimized,vpc,linux,ap-northeast-1,2.318,1065.63,298.38,10869.43,21738.85,32608.28,43477.7,54347.13
984,ecs.e3.7xlarge,optimized,classic,linux,us-west-1,16.351,7527.04,2107.57,76775.81,126454.27,135486.72,180648.96,225811.2
985,ecs.se1ne.2xlarge,optimized,vpc,linux,ap-southeast-3,4.123,1913.3,563.92,18126.0,29001.6,32626.8,34801.92,36252.0
986,ecs.e3.medium,optimized,vpc,linux,me-east-1,1.272,677.0,189.56,6905.4,13810.8,20716.2,27621.6,34527.0
987,ecs.se1ne.large,optimized,vpc,linux,ap-southeast-5,1.102,513.08,151.21,4860.72,7777.15,8749.3,9332.58,9721.44
988,ecs.g5.6xlarge,optimized,vpc,windows,cn-qingdao,10.098,2907.0,856.8,27540.0,44064.0,49572.0,52876.8,55080.0
989,ecs.n4.8xlarge,optimized,vpc,windows,cn-hangzhou,10.763,3264.0,913.92,33292.8,54835.2,58752.0,78336.0,97920.0
990,ecs.n1.tiny,optimized,classic,windows,cn-beijing,0.15,43.0,12.04,438.6,722.4,774.0,1032.0,1290.0
991,ecs.c5.6xlarge,optimized,vpc,windows,cn-huhehaote,7.324,2109.0,621.6,19980.0,31968.0,35964.0,38361.6,39960.0
992,ecs.gn5-c28g1.7xlarge,optimized,vpc,linux,cn-huhehaote,24.015,6916.95,2038.68,65529.0,104846.4,117952.2,125815.68,131058.0
993,ecs.e3.7xlarge,optimized,vpc,linux,cn-hangzhou,26.287,7968.0,2231.04,81273.6,133862.4,143424.0,191232.0,239040.0
994,ecs.i1.3xlarge,optimized,vpc,linux,us-east-1,4.73,2155.55,635.31,20421.0,32673.6,36757.8,39208.32,40842.0
